sequence_id,signature_ac,start,stop
9LYN8,PS00107,923,946
9LYN8,PS00108,1039,1051
9U298,PS00236,149,163
43144,PS00236,155,169
39203,PS50927,18,139
39203,PS50948,321,407
39203,PS50011,461,742
39203,PS00107,467,490
39203,PS00108,581,593
30302,PS00221,103,111
3W0D1,PS50041,85,194
03206,PS51420,1,176
04529,PS00546,118,125
04529,PS00142,277,286
6R6I6,PS50068,26,63
6R6I6,PS01209,40,62
6R6I6,PS51450,127,148
6R6I6,PS51450,151,172
6R6I6,PS51450,175,196
6R6I6,PS51450,199,220
6R6I6,PS51450,223,244
6R6I6,PS51450,248,269
6R6I6,PS51450,272,293
6R6I6,PS51450,296,317
6R6I6,PS51450,320,341
6R6I6,PS51450,344,365
6R6I6,PS50262,422,681
80809,PS51450,98,120
80809,PS51450,122,145
80809,PS51450,196,218
80809,PS51450,289,311
80809,PS51450,316,339
80809,PS51450,340,363
80809,PS51450,364,385
80809,PS51450,388,411
80809,PS51450,412,435
80809,PS51450,436,457
80809,PS51450,460,482
80809,PS51450,573,595
80809,PS51450,596,619
80809,PS51450,620,641
9LPT1,PS51450,137,159
9LPT1,PS50011,375,648
76JU9,PS50262,22,276
76689,PS50267,63,611
76689,PS00610,88,102
76689,PS00754,170,190
9BXA5,PS50262,40,295
9BXA5,PS00237,108,124
92637,PS50835,22,86
92637,PS50835,95,168
23229,PS51470,30,95
23229,PS51470,101,166
23229,PS51470,176,229
23229,PS51470,283,339
23229,PS51470,340,402
23229,PS51470,403,458
23229,PS51470,459,518
23229,PS00242,1076,1083
8JZM4,PS50026,44,92
8JZM4,PS00022,80,91
8JZM4,PS50026,94,133
8JZM4,PS00022,121,132
8JZM4,PS01186,121,132
8JZM4,PS50026,309,348
8JZM4,PS00022,336,347
8JZM4,PS50026,349,390
8JZM4,PS00022,378,389
8JZM4,PS01186,378,389
8JZM4,PS50026,392,428
8JZM4,PS00022,416,427
8JZM4,PS01186,416,427
8JZM4,PS50026,430,466
8JZM4,PS00022,454,465
8JZM4,PS01186,454,465
8JZM4,PS50026,468,503
8JZM4,PS00022,491,502
8JZM4,PS01186,491,502
8JZM4,PS01187,505,529
8JZM4,PS50026,505,541
8JZM4,PS00010,520,531
8JZM4,PS00022,529,540
8JZM4,PS50026,543,579
8JZM4,PS00022,567,578
8JZM4,PS01186,567,578
8JZM4,PS01187,581,605
8JZM4,PS50026,581,617
8JZM4,PS00010,596,607
8JZM4,PS00022,605,616
8JZM4,PS01186,605,616
40687,PS50082,62,103
40687,PS50294,62,380
40687,PS00678,81,95
40687,PS50082,153,195
40687,PS00678,173,187
40687,PS50082,201,243
40687,PS50082,245,286
40687,PS00678,313,327
40687,PS50082,340,380
9R155,PS01130,113,134
9R155,PS50801,535,729
61967,PS51450,37,59
61967,PS51450,60,81
61967,PS51450,83,104
61967,PS51450,106,127
61967,PS51450,152,174
61967,PS51450,175,196
61967,PS51450,198,219
61967,PS51450,221,242
61967,PS51450,244,265
61967,PS51450,290,311
61967,PS51450,313,334
61967,PS51450,336,357
61967,PS51450,359,380
61967,PS51450,382,403
61967,PS50106,568,658
9Z138,PS50835,55,145
9Z138,PS50038,169,303
9Z138,PS50070,315,394
9Z138,PS00021,364,377
9Z138,PS50011,473,746
9Z138,PS00109,611,623
79960,PS50262,52,314
79960,PS00237,121,137
8K1P8,PS50850,326,545
8BLA8,PS50297,63,580
8BLA8,PS50088,98,130
8BLA8,PS50088,165,197
8BLA8,PS50088,239,271
8BLA8,PS50088,309,341
8BLA8,PS50088,342,374
8BLA8,PS50088,413,445
8BLA8,PS50088,446,478
8BLA8,PS00018,469,481
8BLA8,PS50088,482,507
8BLA8,PS50088,548,580
50571,PS00236,161,175
93604,PS50011,339,628
93604,PS00107,345,367
93604,PS00108,462,474
13385,PS50026,83,107
13385,PS00022,95,106
12314,PS50835,22,86
12314,PS50835,95,184
12314,PS50835,190,277
9M2Z1,PS51450,94,116
9M2Z1,PS51450,118,140
9M2Z1,PS51450,143,166
9M2Z1,PS51450,191,213
9M2Z1,PS51450,288,310
9M2Z1,PS51450,312,334
9M2Z1,PS51450,336,358
9M2Z1,PS51450,360,382
9M2Z1,PS00105,402,415
9M2Z1,PS51450,457,479
9M2Z1,PS51450,505,527
9M2Z1,PS51450,529,551
9M2Z1,PS51450,553,575
9M2Z1,PS51450,577,598
9M2Z1,PS50011,690,967
9M2Z1,PS00108,812,824
80725,PS50929,64,349
80725,PS50893,384,620
80725,PS00211,523,537
80725,PS50929,721,1007
80725,PS50893,1042,1279
80725,PS00211,1182,1196
9C9Y6,PS51352,19,131
9C9Y6,PS00194,49,67
7XBS0,PS50283,43,515
12333,PS51384,321,419
56WM6,PS51334,127,500
7TS55,PS50049,40,166
7Z020,PS50297,63,602
7Z020,PS50088,89,121
7Z020,PS50088,122,154
7Z020,PS50088,190,211
7Z020,PS50088,265,297
7Z020,PS50088,336,368
7Z020,PS50088,369,401
7Z020,PS50088,443,475
7Z020,PS50088,476,498
7Z020,PS50088,512,544
7Z020,PS50088,578,602
9Z0M6,PS01187,69,95
9Z0M6,PS50026,69,107
9Z0M6,PS00010,86,97
9Z0M6,PS01187,165,191
9Z0M6,PS50026,165,203
9Z0M6,PS00010,182,193
9Z0M6,PS01187,214,240
9Z0M6,PS50026,214,252
9Z0M6,PS00010,231,242
9Z0M6,PS50221,347,525
9Z0M6,PS50261,529,774
00206,PS51257,1,20
00206,PS51450,55,76
00206,PS51450,79,100
00206,PS51450,103,124
00206,PS51450,151,172
00206,PS51450,176,199
00206,PS51450,374,394
00206,PS51450,400,422
00206,PS51450,423,444
00206,PS51450,497,518
00206,PS51450,521,542
00206,PS51450,545,565
00206,PS50104,672,815
24247,PS51470,38,105
24247,PS51470,121,186
24247,PS51470,193,245
24247,PS51470,254,303
24247,PS51470,304,366
24247,PS51470,367,422
24247,PS51470,432,494
24247,PS00242,1107,1114
32329,PS51767,83,475
32329,PS00141,98,109
32329,PS00141,368,379
9WTY2,PS51421,110,341
9WTY2,PS00675,118,131
91X52,PS00061,136,164
9TTY5,PS50262,32,293
9TTY5,PS00237,103,119
5RKR3,PS51450,52,73
5RKR3,PS51450,100,123
5RKR3,PS51450,124,145
5RKR3,PS51450,148,169
5RKR3,PS51450,172,193
5RKR3,PS50835,233,372
9SZW4,PS50846,7,73
9SZW4,PS00154,391,397
9SZW4,PS01229,590,612
0LGW6,PS50011,648,921
0LGW6,PS00107,654,676
0LGW6,PS00108,769,781
9HBX8,PS51450,66,88
9HBX8,PS51450,91,112
9HBX8,PS51450,115,136
9HBX8,PS51450,139,160
9HBX8,PS51450,163,186
9HBX8,PS51450,187,208
9HBX8,PS51450,211,232
9HBX8,PS51450,235,256
9HBX8,PS51450,258,279
9HBX8,PS51450,353,374
9HBX8,PS51450,375,396
9HBX8,PS51450,399,420
9HBX8,PS51450,423,443
9HBX9,PS50068,26,63
9HBX9,PS01209,40,62
9HBX9,PS51450,127,148
9HBX9,PS51450,151,172
9HBX9,PS51450,175,196
9HBX9,PS51450,199,220
9HBX9,PS51450,223,244
9HBX9,PS51450,248,269
9HBX9,PS51450,272,293
9HBX9,PS51450,296,317
9HBX9,PS51450,320,341
9HBX9,PS51450,344,365
9HBX9,PS50262,422,681
08892,PS50262,65,368
08892,PS00237,134,150
27448,PS50011,56,307
27448,PS00107,62,85
27448,PS00108,174,186
27448,PS50030,326,365
27448,PS50032,704,753
9SH14,PS50053,7,72
12891,PS00022,427,438
12891,PS01186,427,438
9SW27,PS50053,7,73
15390,PS50096,1720,1749
9QUR8,PS51004,53,488
9QUR8,PS50835,542,617
13336,PS00079,284,304
51905,PS50267,73,593
51905,PS00610,98,112
51905,PS00754,181,201
54760,PS51550,17,202
54760,PS00790,178,198
54760,PS00791,239,260
54760,PS01186,253,268
54760,PS50853,323,432
54760,PS50853,436,529
54760,PS50011,615,899
54760,PS00107,621,647
54760,PS00109,736,748
54760,PS50105,907,971
24348,PS50011,885,1152
24348,PS00107,891,919
24348,PS00109,1006,1018
84T94,PS51746,227,630
32037,PS50850,13,454
32037,PS00217,126,151
32037,PS00216,322,338
46940,PS50021,44,159
46940,PS50020,679,712
46940,PS01159,685,710
46940,PS50096,745,774
46940,PS50096,775,804
46940,PS50096,805,834
46940,PS50096,835,864
46940,PS50018,1020,1269
46940,PS00509,1189,1203
12809,PS50112,41,70
12809,PS50113,92,144
12809,PS50042,742,842
6Z2T3,PS00221,106,114
13237,PS50042,168,283
13237,PS00888,195,211
13237,PS00889,231,248
13237,PS50042,286,399
13237,PS00888,313,329
13237,PS00889,355,372
13237,PS50011,453,711
13237,PS00107,459,486
13237,PS00108,572,584
13237,PS51285,712,762
3U9N9,PS50850,289,512
13637,PS00154,366,372
9ZR72,PS50929,46,333
9ZR72,PS50893,368,604
9ZR72,PS00211,507,521
9ZR72,PS50929,701,988
9ZR72,PS50893,1024,1260
9ZR72,PS00211,1163,1177
9ZR72,PS00455,1271,1282
8IWT6,PS51450,522,544
8IWT6,PS51450,545,565
8IWT6,PS51450,568,588
8IWT6,PS51450,592,613
8IWT6,PS51450,615,636
8IWT6,PS51450,640,662
8IWT6,PS51450,663,684
8IWT6,PS51450,686,707
8IWT6,PS51450,709,730
8IWT6,PS51450,732,753
8IWT6,PS51450,755,776
41144,PS50262,76,330
41144,PS00237,144,160
11584,PS52047,507,545
11584,PS00022,533,544
11584,PS52047,546,600
11584,PS00243,571,584
11584,PS52047,601,639
11584,PS00243,614,629
11584,PS00022,627,638
11584,PS01186,627,640
11584,PS52047,640,683
11584,PS00243,656,669
08219,PS00236,166,180
04264,PS51842,180,493
04264,PS00226,479,487
41143,PS50262,66,318
41143,PS00237,134,150
9LV40,PS51334,76,440
96CW9,PS51117,35,286
96CW9,PS50027,287,335
96CW9,PS00022,305,316
96CW9,PS50027,353,408
96CW9,PS01248,373,409
96CW9,PS50027,409,453
96CW9,PS00022,427,438
96CW9,PS01248,427,456
96CW9,PS50026,452,487
96CW9,PS00022,475,486
96CW9,PS01186,475,486
78410,PS50835,26,139
0DMS1,PS51774,10,90
9SCZ4,PS50011,536,810
9SCZ4,PS00107,542,565
9SCZ4,PS00108,657,669
15552,PS50262,24,273
15552,PS00237,95,111
3TWN3,PS51846,251,431
3TWN3,PS51371,450,511
3TWN3,PS51371,518,584
28362,PS00678,359,373
9JKA7,PS50042,595,710
9JKA7,PS00888,622,638
21917,PS50262,51,448
21917,PS00237,121,137
96E93,PS50041,82,185
38873,PS50011,59,317
38873,PS00107,65,88
38873,PS00108,179,191
38873,PS50222,360,395
38873,PS50222,396,431
38873,PS00018,409,421
38873,PS50222,432,467
38873,PS00018,445,457
38873,PS50222,469,504
38873,PS00018,482,494
38872,PS50011,85,343
38872,PS00107,91,114
38872,PS00108,205,217
38872,PS50222,386,421
38872,PS00018,399,411
38872,PS50222,422,457
38872,PS00018,435,447
38872,PS50222,458,493
38872,PS00018,471,483
38872,PS50222,497,527
38872,PS00018,505,517
60503,PS50125,394,521
60503,PS00452,498,521
60503,PS50125,1058,1198
60503,PS00452,1175,1198
15116,PS50268,160,267
15116,PS00232,255,265
15116,PS50268,268,382
15116,PS00232,370,380
15116,PS50268,383,497
15116,PS50268,498,605
15116,PS00232,593,603
15116,PS50268,604,710
51830,PS50125,394,521
51830,PS00452,498,521
51830,PS50125,1058,1198
51830,PS00452,1175,1198
20789,PS50262,81,369
20789,PS00237,155,171
53987,PS50850,19,445
53986,PS50850,19,445
88917,PS50228,40,129
88917,PS51132,139,398
88917,PS50227,477,536
88917,PS50221,669,850
88917,PS50261,859,1100
88917,PS00650,1088,1103
06451,PS50850,181,607
88713,PS50041,82,184
0LGL9,PS50011,304,576
0LGL9,PS00107,310,336
0LGL9,PS00108,423,435
495A1,PS50835,17,108
91ZE5,PS01187,77,103
91ZE5,PS00010,94,105
91ZE5,PS50221,182,339
91ZE5,PS50261,346,596
91ZE5,PS00650,584,599
8K3P1,PS01212,260,286
9FKP4,PS50067,138,452
9FKP4,PS00411,352,363
0LGD7,PS50011,625,897
0LGD7,PS00107,631,653
0LGD7,PS00108,745,757
44616,PS50850,50,496
44616,PS00217,163,188
23022,PS00236,151,165
08069,PS50853,491,609
08069,PS50853,610,708
08069,PS50853,735,828
08069,PS50853,834,927
08069,PS50011,999,1274
08069,PS00107,1005,1033
08069,PS00109,1131,1143
08069,PS00239,1159,1167
8SWR3,PS50262,106,389
6AWJ9,PS50835,25,114
6AWJ9,PS50835,127,199
6AWJ9,PS50835,251,365
6AWJ9,PS50835,368,463
6AWJ9,PS50835,468,558
6AWJ9,PS50011,692,1028
6AWJ9,PS00109,888,900
42866,PS50262,85,336
42866,PS00237,153,169
08220,PS00236,161,175
7M730,PS50835,26,142
8VZG8,PS51450,119,141
8VZG8,PS51450,143,166
8VZG8,PS51450,167,189
8VZG8,PS51450,215,237
8VZG8,PS51450,239,261
8VZG8,PS51450,311,333
8VZG8,PS51450,359,381
8VZG8,PS51450,383,404
8VZG8,PS51450,407,427
8VZG8,PS51450,503,525
8VZG8,PS51450,527,549
8VZG8,PS51450,551,574
8VZG8,PS51450,575,598
8VZG8,PS51450,599,621
8VZG8,PS51450,623,645
8VZG8,PS51450,647,669
8VZG8,PS50011,775,1045
8VZG8,PS00107,781,803
8VZG8,PS00109,901,913
99N50-11,PS50916,1,57
99N50-11,PS50004,588,713
99N50-11,PS50004,728,857
10040,PS50026,265,301
10040,PS00022,289,300
10040,PS50026,304,341
10040,PS00022,329,340
10040,PS50026,346,384
10040,PS00022,372,383
10040,PS01186,372,383
10040,PS01187,386,410
10040,PS50026,386,423
10040,PS00010,401,412
10040,PS01187,425,449
10040,PS50026,425,461
10040,PS00010,440,451
10040,PS00022,449,460
10040,PS01186,449,460
10040,PS50026,462,498
10040,PS00010,477,488
10040,PS00022,486,497
10040,PS00022,518,529
10040,PS50026,543,579
10040,PS00022,567,578
10040,PS01186,567,578
10040,PS50026,609,644
10040,PS00022,632,643
10040,PS01186,632,643
10040,PS01187,646,671
10040,PS50026,646,683
10040,PS00010,662,673
10040,PS00022,671,682
10040,PS01186,671,682
10040,PS01187,685,709
10040,PS50026,685,721
10040,PS00010,700,711
10040,PS00022,709,720
10040,PS01186,709,720
10040,PS01187,716,747
10040,PS50026,723,759
10040,PS00010,738,749
10040,PS00022,747,758
10040,PS01187,761,785
10040,PS50026,761,798
10040,PS00010,776,787
10040,PS01187,793,824
10040,PS50026,800,836
10040,PS00010,815,826
10040,PS00022,824,835
10040,PS01186,824,835
10040,PS50026,838,900
10040,PS00022,888,899
10040,PS01187,902,926
10040,PS50026,902,938
10040,PS00010,917,928
10040,PS00022,926,937
10040,PS01186,926,937
10040,PS01187,940,964
10040,PS50026,940,976
10040,PS00010,955,966
10040,PS00022,964,975
10040,PS50026,978,1019
10040,PS00022,1007,1018
10040,PS01186,1007,1018
10040,PS50025,1021,1203
10040,PS50026,1205,1241
10040,PS00010,1220,1231
10040,PS00022,1229,1240
10040,PS01186,1229,1240
10040,PS50025,1248,1483
10040,PS50026,1479,1515
10040,PS00010,1494,1505
10040,PS00022,1503,1514
10040,PS01186,1503,1514
10040,PS50025,1555,1757
10040,PS50026,1758,1792
10040,PS00022,1780,1791
10040,PS01186,1780,1791
10040,PS01187,1787,1818
10040,PS50026,1794,1830
10040,PS00010,1809,1820
10040,PS00022,1818,1829
10040,PS01186,1818,1829
10040,PS01187,1832,1856
10040,PS50026,1832,1868
10040,PS00010,1847,1858
10040,PS00022,1856,1867
10040,PS50026,1871,1909
10040,PS00022,1900,1911
10040,PS01186,1900,1911
10040,PS50026,1912,1948
10040,PS00022,1936,1947
10040,PS01186,1936,1947
10040,PS01187,1950,1974
10040,PS50026,1950,1987
10040,PS00010,1965,1976
10040,PS01187,1989,2015
10040,PS50026,1989,2027
10040,PS00010,2006,2017
10040,PS00022,2015,2026
10040,PS01186,2015,2026
10040,PS50026,2028,2068
10040,PS00022,2056,2067
10040,PS01186,2056,2067
9V5N8,PS50268,360,464
9V5N8,PS00232,452,462
9V5N8,PS50268,465,581
9V5N8,PS00232,569,579
9V5N8,PS50268,582,689
9V5N8,PS00232,677,687
9V5N8,PS50268,690,794
9V5N8,PS00232,782,792
9V5N8,PS50268,795,897
9V5N8,PS50268,898,1007
9V5N8,PS00232,995,1005
9V5N8,PS50268,1008,1113
9V5N8,PS50268,1114,1220
9V5N8,PS00232,1208,1218
9V5N8,PS01186,1464,1479
9V5N8,PS50026,1482,1518
9V5N8,PS00022,1506,1517
9V5N8,PS50025,1556,1753
9V5N8,PS50026,1756,1792
9V5N8,PS00022,1780,1791
9V5N8,PS01186,1780,1791
9V5N8,PS50025,1796,1963
9V5N8,PS50026,1965,2000
9V5N8,PS00022,1988,1999
9V5N8,PS01186,1988,2003
9V5N8,PS50027,2095,2142
9V5N8,PS00022,2114,2125
9V5N8,PS01248,2114,2147
9V5N8,PS50227,2115,2201
9V5N8,PS50221,2653,2803
9V5N8,PS50261,2812,3053
16234,PS50835,1,113
16234,PS50835,202,306
16234,PS50011,593,954
16234,PS00107,599,627
16234,PS00240,652,665
16234,PS00109,814,826
37023,PS51256,172,201
37023,PS50011,202,492
37023,PS00107,208,229
37023,PS00108,326,338
04714,PS50261,19,273
28222,PS50262,66,369
28222,PS00237,135,151
4K4R6,PS50194,249,382
4K4R6,PS50194,447,485
30606,PS50850,112,558
30606,PS00216,169,185
30606,PS00217,211,236
30606,PS00216,413,429
23975,PS50267,55,582
23975,PS00610,80,94
23975,PS00754,162,182
68D85,PS50835,41,124
68D85,PS50835,143,244
68D85,PS00290,226,232
86UN2,PS51450,77,98
86UN2,PS51450,101,123
86UN2,PS51450,150,171
86UN2,PS51450,174,195
86UN2,PS51450,198,219
86UN2,PS51450,222,243
2M3G0,PS50929,49,350
2M3G0,PS50893,386,622
2M3G0,PS00211,525,539
2M3G0,PS50929,693,980
2M3G0,PS50893,1015,1253
2M3G0,PS00211,1156,1170
13733,PS00154,384,390
08905,PS51384,415,534
06611,PS00221,112,120
9SSL9,PS51257,1,28
9SSL9,PS51450,100,123
9SSL9,PS51450,124,147
9SSL9,PS51450,148,170
9SSL9,PS51450,172,194
9SSL9,PS51450,220,242
9SSL9,PS51450,268,290
9SSL9,PS51450,316,338
9SSL9,PS51450,364,385
9SSL9,PS51450,436,458
9SSL9,PS51450,460,482
9SSL9,PS51450,531,554
9SSL9,PS51450,555,578
9SSL9,PS51450,603,626
9SSL9,PS51450,676,698
9SSL9,PS50011,827,1115
9SSL9,PS00107,833,855
9SSL9,PS00108,950,962
0VGW6,PS00178,28,39
9XF58,PS00221,105,113
0LGH2,PS50011,694,968
0LGH2,PS00108,814,826
9BYW1,PS50850,17,460
9BYW1,PS00217,130,155
8IWT1,PS50835,26,148
04001,PS50262,70,322
04001,PS00237,139,155
04001,PS01186,278,289
04001,PS00238,306,322
9UGH3,PS01116,482,502
8K299,PS50287,389,489
8K299,PS00420,394,431
54867,PS51212,21,110
0CC10,PS51450,89,110
0CC10,PS51450,113,134
0CC10,PS51450,137,158
0CC10,PS51450,161,182
0CC10,PS51450,210,231
0CC10,PS51450,232,253
0CC10,PS51450,280,301
0CC10,PS50835,366,454
53955,PS50003,445,555
6ZTQ4,PS50268,23,132
6ZTQ4,PS50268,136,236
6ZTQ4,PS50268,237,344
6ZTQ4,PS50268,346,466
6ZTQ4,PS50268,462,566
6ZTQ4,PS50268,567,695
25105,PS50262,32,293
25105,PS00237,103,119
41145,PS50262,76,330
41145,PS00237,144,160
